opening,month,share
"Alekhine Defense: Brooklyn Variation, Everglades Variation",2021-11,3.849831638440944e-07
"Alekhine Defense: Brooklyn Variation, Everglades Variation",2021-12,1.3124599699709158e-07
Alekhine Defense: Buckley Attack,2019-01,1.454705713666606e-06
Alekhine Defense: Buckley Attack,2019-02,1.1099745434275806e-06
Alekhine Defense: Buckley Attack,2019-03,7.923330441520884e-07
Alekhine Defense: Buckley Attack,2019-04,4.447500936516626e-07
Alekhine Defense: Buckley Attack,2019-05,3.622515746623136e-07
Alekhine Defense: Buckley Attack,2019-06,1.1874352847769797e-06
Alekhine Defense: Buckley Attack,2019-07,1.5259494751085948e-06
Alekhine Defense: Buckley Attack,2019-08,9.188761042593582e-07
Alekhine Defense: Buckley Attack,2019-09,1.0258250896414405e-06
Alekhine Defense: Buckley Attack,2019-10,1.2949892205097285e-06
Alekhine Defense: Buckley Attack,2019-11,1.6676250299260522e-06
Alekhine Defense: Buckley Attack,2019-12,1.2346234768782565e-06
Alekhine Defense: Buckley Attack,2020-07,5.949779104534445e-07
Alekhine Defense: Buckley Attack,2020-08,9.012713559064255e-07
Alekhine Defense: Buckley Attack,2020-09,8.604695000503078e-07
Alekhine Defense: Buckley Attack,2020-10,6.000971814521277e-07
Alekhine Defense: Buckley Attack,2020-11,7.831779229870865e-07
Alekhine Defense: Buckley Attack,2020-12,5.102848254490733e-07
Alekhine Defense: Buckley Attack,2021-01,6.110259190648161e-07
Alekhine Defense: Buckley Attack,2021-02,9.749708274800264e-07
Alekhine Defense: Buckley Attack,2021-03,5.919679129712453e-07
Alekhine Defense: Buckley Attack,2021-04,7.532762134741745e-07
Alekhine Defense: Buckley Attack,2021-05,4.221931753317594e-07
Alekhine Defense: Buckley Attack,2021-06,4.3791284377397066e-07
Alekhine Defense: Buckley Attack,2021-07,3.1904272597397477e-07
Alekhine Defense: Buckley Attack,2021-08,4.0359119933515075e-07
Alekhine Defense: Buckley Attack,2021-09,4.765633189070468e-07
Alekhine Defense: Buckley Attack,2021-10,3.5590402302993244e-07
Alekhine Defense: Buckley Attack,2021-11,8.180892231687006e-07
Alekhine Defense: Buckley Attack,2021-12,5.906069864869122e-07
Alekhine Defense: Exchange Variation,2019-01,0.0006580962152478711
Alekhine Defense: Exchange Variation,2019-02,0.0006616142012918023
Alekhine Defense: Exchange Variation,2019-03,0.0006415459709803756
Alekhine Defense: Exchange Variation,2019-04,0.0006426638853266524
Alekhine Defense: Exchange Variation,2019-05,0.0006566413543378872
Alekhine Defense: Exchange Variation,2019-06,0.000678775506734883
Alekhine Defense: Exchange Variation,2019-07,0.0006866772637988676
Alekhine Defense: Exchange Variation,2019-08,0.0006996092938804689
Alekhine Defense: Exchange Variation,2019-09,0.0006760187340737093
Alekhine Defense: Exchange Variation,2019-10,0.0006817341252451414
Alekhine Defense: Exchange Variation,2019-11,0.000689093930334756
Alekhine Defense: Exchange Variation,2019-12,0.0006761937811825527
Alekhine Defense: Exchange Variation,2020-07,0.000747745572032729
Alekhine Defense: Exchange Variation,2020-08,0.0007293820094971469
Alekhine Defense: Exchange Variation,2020-09,0.0007350783239395284
Alekhine Defense: Exchange Variation,2020-10,0.0007286322825079216
Alekhine Defense: Exchange Variation,2020-11,0.000680555509145012
Alekhine Defense: Exchange Variation,2020-12,0.000643399580596902
Alekhine Defense: Exchange Variation,2021-01,0.0006410753008702537
Alekhine Defense: Exchange Variation,2021-02,0.0006120263301550213
Alekhine Defense: Exchange Variation,2021-03,0.0006102132097174662
Alekhine Defense: Exchange Variation,2021-04,0.0006258003559768163
Alekhine Defense: Exchange Variation,2021-05,0.0006236848682588416
Alekhine Defense: Exchange Variation,2021-06,0.0006019457758339365
Alekhine Defense: Exchange Variation,2021-07,0.0006137242609432225
Alekhine Defense: Exchange Variation,2021-08,0.0006332121700235551
Alekhine Defense: Exchange Variation,2021-09,0.0006216291931823519
Alekhine Defense: Exchange Variation,2021-10,0.0006084535177719724
Alekhine Defense: Exchange Variation,2021-11,0.0006150587271364213
Alekhine Defense: Exchange Variation,2021-12,0.0006127438113137549
"Alekhine Defense: Exchange Variation, Karpov Variation",2019-01,3.794884470434624e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2019-02,3.4686704482111893e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2019-03,3.6569217422404084e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2019-04,2.541429106580929e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2019-05,6.641278868809083e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2019-06,4.374761575494136e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2019-07,6.455940086997901e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2019-08,1.7228926954862968e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2019-09,3.419416965471468e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2019-10,3.1079741292233485e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2019-11,2.0845312874075653e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2019-12,1.8994207336588562e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2020-07,7.366393177042647e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2020-08,2.534825688486822e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2020-09,4.747417931312043e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2020-10,4.857929564136272e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2020-11,5.482245460909605e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2020-12,3.479214718970954e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2021-01,4.364470850462972e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2021-02,3.946310492181059e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2021-03,2.9598395648562266e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2021-04,3.443548404453369e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2021-05,4.0108351656517144e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2021-06,2.765765329098762e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2021-07,1.367325968459892e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2021-08,2.9148253285316445e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2021-09,4.2890698701634215e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2021-10,4.7453869737324327e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2021-11,3.849831638440944e-07
"Alekhine Defense: Exchange Variation, Karpov Variation",2021-12,2.8436632682703176e-07
Alekhine Defense: Four Pawns Attack,2019-01,0.00013256796416718288
Alekhine Defense: Four Pawns Attack,2019-02,0.00012695333840452954
Alekhine Defense: Four Pawns Attack,2019-03,0.000134391874027335
Alekhine Defense: Four Pawns Attack,2019-04,0.00014327306588349988
Alekhine Defense: Four Pawns Attack,2019-05,0.00013747447258434802
Alekhine Defense: Four Pawns Attack,2019-06,0.00015211670963932464
Alekhine Defense: Four Pawns Attack,2019-07,0.00014490650977088925
Alekhine Defense: Four Pawns Attack,2019-08,0.00015362459868086147
Alekhine Defense: Four Pawns Attack,2019-09,0.00015638133588756183
Alekhine Defense: Four Pawns Attack,2019-10,0.00017539334002583762
Alekhine Defense: Four Pawns Attack,2019-11,0.00016634559673512372
Alekhine Defense: Four Pawns Attack,2019-12,0.00015119389039924494
Alekhine Defense: Four Pawns Attack,2020-07,0.00016129567829578382
Alekhine Defense: Four Pawns Attack,2020-08,0.0001571028632264388
Alekhine Defense: Four Pawns Attack,2020-09,0.00016393427544061898
Alekhine Defense: Four Pawns Attack,2020-10,0.00016416944321154638
Alekhine Defense: Four Pawns Attack,2020-11,0.00015535639398987173
Alekhine Defense: Four Pawns Attack,2020-12,0.00023206362175536263
Alekhine Defense: Four Pawns Attack,2021-01,0.00022573043238594491
Alekhine Defense: Four Pawns Attack,2021-02,0.00021723278579900205
Alekhine Defense: Four Pawns Attack,2021-03,0.00021499006096444977
Alekhine Defense: Four Pawns Attack,2021-04,0.0002160826623794489
Alekhine Defense: Four Pawns Attack,2021-05,0.00021189875469901004
Alekhine Defense: Four Pawns Attack,2021-06,0.0002102673091447334
Alekhine Defense: Four Pawns Attack,2021-07,0.00021145696102232227
Alekhine Defense: Four Pawns Attack,2021-08,0.00021428450511366866
Alekhine Defense: Four Pawns Attack,2021-09,0.00021030739263367976
Alekhine Defense: Four Pawns Attack,2021-10,0.00022704303975822822
Alekhine Defense: Four Pawns Attack,2021-11,0.00022057129143492586
Alekhine Defense: Four Pawns Attack,2021-12,0.00021611840838854415
"Alekhine Defense: Four Pawns Attack, 6... Nc6",2020-07,9.052163923327407e-05
"Alekhine Defense: Four Pawns Attack, 6... Nc6",2020-08,8.978915883217764e-05
"Alekhine Defense: Four Pawns Attack, 6... Nc6",2020-09,9.310873417785744e-05
"Alekhine Defense: Four Pawns Attack, 6... Nc6",2020-10,9.618700536989819e-05
"Alekhine Defense: Four Pawns Attack, 6... Nc6",2020-11,8.975218997432012e-05
"Alekhine Defense: Four Pawns Attack, 6...Nc6",2019-01,8.481566791421385e-05
"Alekhine Defense: Four Pawns Attack, 6...Nc6",2019-02,8.747986870388619e-05
"Alekhine Defense: Four Pawns Attack, 6...Nc6",2019-03,7.965994528513689e-05
"Alekhine Defense: Four Pawns Attack, 6...Nc6",2019-04,8.157987432124782e-05
"Alekhine Defense: Four Pawns Attack, 6...Nc6",2019-05,8.253298376056379e-05
"Alekhine Defense: Four Pawns Attack, 6...Nc6",2019-06,8.830768723104591e-05
"Alekhine Defense: Four Pawns Attack, 6...Nc6",2019-07,9.196780105750646e-05
"Alekhine Defense: Four Pawns Attack, 6...Nc6",2019-08,9.102616407819268e-05
"Alekhine Defense: Four Pawns Attack, 6...Nc6",2019-09,9.289416089530822e-05
"Alekhine Defense: Four Pawns Attack, 6...Nc6",2019-10,0.00010054296308037532
"Alekhine Defense: Four Pawns Attack, 6...Nc6",2019-11,9.317854854711818e-05
"Alekhine Defense: Four Pawns Attack, 6...Nc6",2019-12,8.43342805744532e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2019-01,1.049918036820246e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2019-02,1.2972827476309848e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2019-03,1.1702149575169307e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2019-04,1.219885971158846e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2019-05,9.901543040769906e-06
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2019-06,1.0374434593314665e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2019-07,1.320533199613207e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2019-08,9.533339581690843e-06
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2019-09,1.1569027399845134e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2019-10,1.6006066765500245e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2019-11,1.266352757100096e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2019-12,1.2583662360489921e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2020-07,1.2636197526773156e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2020-08,1.3490905608724307e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2020-09,1.1957558914492209e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2020-10,1.308783376690831e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2020-11,1.3105177244650581e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2020-12,1.2501978223502294e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2021-01,1.1674959524988451e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2021-02,1.0167552915148846e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2021-03,1.2071917082377895e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2021-04,9.426713757191098e-06
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2021-05,9.246030539765531e-06
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2021-06,9.841514962709762e-06
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2021-07,1.0824663916974144e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2021-08,1.000009305019318e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2021-09,9.05470305923389e-06
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2021-10,1.0226308928393392e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2021-11,1.0105808050907479e-05
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",2021-12,1.2293375052060911e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2019-01,6.615748593457696e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2019-02,6.70840864684044e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2019-03,6.338664353216708e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2019-04,6.296390611554252e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2019-05,6.713729183741546e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2019-06,7.880820495283007e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2019-07,7.524104719573917e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2019-08,7.718559275778609e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2019-09,7.687989144035017e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2019-10,8.282751054380223e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2019-11,8.020234128300608e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2019-12,8.148514947396493e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2020-07,8.298525236753043e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2020-08,8.269164690441454e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2020-09,8.370291240144546e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2020-10,7.666955894457423e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2020-11,7.223511043017561e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2020-12,6.262586494147717e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2021-01,6.306660378918995e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2021-02,6.260705527889598e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2021-03,6.374225920029659e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2021-04,6.482479871383467e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2021-05,6.22946030202011e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2021-06,6.388917910218141e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2021-07,6.401364409006394e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2021-08,6.358803562858265e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2021-09,6.438370438434203e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2021-10,6.899792659806957e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2021-11,7.040379608798877e-05
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",2021-12,6.577611882837573e-05
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2019-01,4.427365215507062e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2019-02,2.7749363585689515e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2019-03,1.218973914080136e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2019-04,4.447500936516626e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2019-05,3.622515746623136e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2019-06,3.7497956361378304e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2019-07,1.7607109328176094e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2019-08,5.742975651620989e-08
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2019-09,1.1398056551571562e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2019-10,2.0719827528155655e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2019-11,5.211328218518913e-08
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2019-12,3.323986283902998e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2020-07,4.533165032026244e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2020-08,1.6898837923245477e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2020-09,5.044131552019046e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2020-10,5.143690126732523e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2020-11,2.0884744612988974e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2020-12,2.5514241272453664e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2021-01,4.800917935509269e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2021-02,1.1606795565238409e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2021-03,1.2685026706526684e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2021-04,2.3674395280616912e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2021-05,4.855221516315234e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2021-06,1.8438435527325083e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2021-07,1.5952136298698739e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2021-08,2.2421733296397264e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2021-09,2.6210982539887577e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2021-10,2.8472321842394597e-07
"Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation",2021-11,3.849831638440944e-07
